,tag,tweets
171,Outbreak,"During the outbreak of WW2, London Zoo killed all their venomous animals in case the zoo was bombed and animals escaped. (Source: ZSL) #WW2 #LONDON #zoo #randomfacts2022 #Brazzaville https://t.co/pwzCTlNxFf"
172,Outbreak,@The_Lunartics @DanFesman Unfortunately these failed attempts triggered the infamous outbreak of mad cow disease
173,Outbreak,"@B1G_SweetPotato Agree, would’ve absolutely loved to have had good cameras so that more footage existed of the 1974 Super Outbreak"
174,Outbreak,"While Nabisab has been selling watermelon for all these 15 years, it wasn't even a problem. But the outbreak of Hindutva goons attacking him today shows how fascism has affected the law and order of Karnataka !!
 #JusticeForNabiSaab
 #ArrestSanghiGoons
@compolhdc https://t.co/JshfbTWKVk"
175,Outbreak,"Today is the 43 year anniversary of the The Red River Valley Tornado Outbreak of April 10, 1979.

Read more about this historic event here: https://t.co/aSLKOsS636 #okwx #texomawx https://t.co/JLCAeSO5fS"
176,PulpFiction,#metoo #BlackLivesMatter #TransLivesMatter I see how insular you people are. #trustingay #Harem! #TmesUp child sex changes are a child sex crime. @USWomenVeterans bet you do just as many drugs and the next over does on cocaine will be your #PulpFiction #AllahAkbhar
177,PulpFiction,"Oh, excuse me….  Sadly some thingds never made it to market #pulpfiction #quentintarentino https://t.co/6yQMhU4xmp"
178,PulpFiction,@guided_lion @Da_Llama_Mama @MrsNovice @MrBigWormTTV @PulpFiction_28 @TekTheFallen It's always a pleasure 💜
179,PulpFiction,"Bruce Willis is part of what the ""AG Opinion Poll Quiz Co."" the greatest ensemble cast in the past generation in a half! ""Pulp Fiction"" wins for BEST ENSEMBLE CAST, w/ Bruce Willis winning BEST SUPPORTING ACTOR for the same #movie as well. (1/2) #films #pulpfiction https://t.co/SBHIN0QZlC"
180,PulpFiction,"Check out Doc Savage Lot #44 The Sea Magician 1st printing 1970 + #14 Fantastic Island 5th 
#DocSavage #PulpFiction #books #bantam #adventure #pulp #30s #book #paperbacks #art #eBay #eBaySeller 
https://t.co/6HgUemE2DU @eBay"
181,Priest,"@notreallyachola Dog
Keyboard
Priest Boss"
182,Priest,"Blessed Anthony Neyrot found the courage to return to the faith he had abandoned. He searched and found a Dominican priest, confessed his sins, and on Palm Sunday asked for forgiveness to the brothers of the order and was readmitted back into the faith."
183,Priest,"and there's a praying mantis prancing on your bathtub
and you swear it's a priest from a past life out to getcha"
184,Priest,there was easily 300 people there for evening Mass which was crazy. They had 3 priests there. Several people were standing off to the side praying the rosary and then others were sitting down. The priest was reading the Palm Sunday Gospel as it is Gregorian Palm Sunday today
185,Priest,"@shainybugg @disjointedpine @TristanSnell HIPAA ensures that any ""covered entity"" can access your medical record (w/ a thin veneer of ""necessity"") but also any business ASSOCIATED w/ a covered entity can access some, &amp; in some cases, all of your medical record.
You want someone to keep your secrets? Find a priest."
186,QuizShow,"The dream amp quizshow! Hosted by @xLxstSoulx 
https://t.co/EiMemBoVpH"
187,QuizShow,Richard Osman to step down from BBC quizshow Pointless https://t.co/rzDId0J5L2 https://t.co/nMi4KcN5AY
188,QuizShow,@sussybakakj @ISPuuuv @valefisk @bokoen1 Vale did say a new quizshow is coming up so it probs is actually that
189,QuizShow,"🏆 Our first quarterfinal match is about to premiere! 
WATCH Andover vs. Belmont NOW on YouTube! ⤵️ 
See you in our livechat!
➡️ https://t.co/IxbOBRCnN6
(@bhsmarauders) (@AndoverPS)
#HSQS #Q13"
190,QuizShow,"The Quarterfinals begin this WEEKEND! 🏁
Do you need to catch-up on the season so far? 🤔
You're in LUCK! ☘️
➡️ Binge watch the season 13 Qualifying round THIS SUNDAY starting at 1:00PM PM on @GBH!
What match are you excited to watch again? Let us know in the replies below! #HSQS https://t.co/nYCYgiJ3hG"
191,Stargate,"@selfsearching I’m behind on stargate thing, anything I can read? Enlighten me"
192,Stargate,oh they named that stargate episode I just watched after this dude https://t.co/wV5ImsByB2
193,Stargate,@SuanneBraun @tiktok_uk I love it to see you in stargate ....every time https://t.co/j6uBf446Kp
194,Stargate,"@crypto_klay I can’t help but thinking the dots can be connected between what Stargate  said they are capable of doing and the Boosted Pool concept. (Not related to the 4P pool, just a random thought)"
195,Stargate,"Ted Faro’s Bunker is giving me Stargate meets Jonestown vibes…

#HorizonForbiddenWestSpoilers #HFWSpoilers"
196,WhileYouWereSleeping,"This makes 3 people watching my comfort shows.  My work here is done. 
#TheLegendOfTheBlueSea  #WhileYouWereSleeping  #kdrama https://t.co/ckKdDSqULi"
197,WhileYouWereSleeping,"I'll never get tired of watching #WhileYouWereSleeping #kdrama
First episode down.  Also the OST is ❤😍 https://t.co/9LlCTa5FQB"
198,WhileYouWereSleeping,"It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet"
199,WhileYouWereSleeping,"It's easy to #fall #asleep in class, but hard to in bed. #True #sober #whileyouweresleeping #insomnia #TeamFollowBack #RockTheReTweet"
200,WhileYouWereSleeping,@neilbelieves I agree that 1995 was a strong year for films. So many great one’s that year. #BoysOnTheSide #DoloresClaiborne #12Monkeys #StrangeDays #WaitingToExhale #Clueless #MadLove #ToDieFor #Heat #ToWongFoo #Friday #Casino #TommyBoy #SenseAndSensibility #Goldeneye #WhileYouWereSleeping ❤️ https://t.co/MaLTKDbQJ2
201,AceVentura:PetDetective,"Apr 5th - The Tampa Gazette printed an article stating police had called off the search for Lois Einhorn, a missing hiker #AceVentura #PetDetective https://t.co/bYdfWNgdSL"
202,ForrestGump,"⁦@HerschelWalker⁩ in the words of #ForrestGump , 
“I’m not a smart man” https://t.co/h8ZNoHp3iT"
203,ForrestGump,"Happy #NationalSiblingsDay!
👯‍♀️💞💞🤗🤗
“I'm gonna lean up against u, u just lean right back against me. This way we don't have 2 sleep w/our heads in the mud. U know why we a good partnership Forrest? Cause we be watchin out 4 1 another. Like brothers &amp;stuff.”-Bubba 2 ForrestGump https://t.co/1TF83eJcPN https://t.co/XHRO3UxxnU"
204,ForrestGump,@niallnobiobrien I would have said you always stay and watch them finish out. Very poor form to walk off...
205,ForrestGump,@maumajamma I was tweeting one of the #forrestgump pivotal scenes and i would say run towards it… its a classic https://t.co/8hcrMaV4Ve
206,ForrestGump,"Forrest Gump by Winston Groom https://t.co/amSxMoEXbA via @Etsy

#OnSale - 15% Off and #FreeShipping thru 4/17

#etsysale #etsycoupon #springsale #booksale #ForrestGump #jenny #alabama #readingforpleasure"
207,FourWeddingsandaFuneral,My favourite film in the world! #fourweddingsandafuneral #TOTP1994
208,FourWeddingsandaFuneral,"In the Scottish Highlands today, setting of wedding #3 in #FourWeddingsAndAFuneral (Carrie &amp; Hamish). Reminds me of our review of Four Weddings where the incomparable  @SimonCallow shared how he changed MacBeth to Brigadoon. 

https://t.co/Vc1llHSTEV

#PodcastRecommendations https://t.co/wydFFSi6pU"
209,FourWeddingsandaFuneral,Happy 54th birthday to #CharlotteColeman. Most remembered playing Scarlett in #FourWeddingsandaFuneral. https://t.co/Tm9kVXlJHk
210,FourWeddingsandaFuneral,"Spare a thought today for the late…

#CharlotteColeman

#BOTD 1968 and taken way before her time in 2001 aged just 33

#MarmaladeAtkins #WorzelGummidge 
#FourWeddingsAndAFuneral #OrangesArentTheOnlyFruit
#HowDoYouWantMe https://t.co/DiAVHORdHQ"
211,Maverick,@jes_MAYC Thanks for whitelist spot! @aniachcure @elkartjib @molezarual @laurkendrick @AntonioRdzG28 @Arrests @Ahmadd_Kahn @maledahak @oatsbabas @dahakkefir @elhbichaaim @australiaNFTart @loyalechouini @ShuklaS25 @Maverick_1106 @flamesuissi @bagaiotwo
212,Maverick,@danjoseph22 @Melanie_Paradis I voted Maverick in Sept  as Ofoole was a joke. I just want strong CPC leader.
213,Maverick,@TheRealF1ash Ok but...Maverick...
214,Maverick,@AussieGeckotv @AriadneTweet @elonmusk Ok I was just surprised that was one of his first decisions but he’s the business maverick not me
215,Maverick,Lewis Pullman en #TopGun: Maverick https://t.co/AJyquw2z04
216,Carlito'sWay,"I miss my ASL buddy from 2019/2020. She was a regular customer when I was cashiering and every other day she'd stop by for her midday snacks and she'd teach me a new word, and practice for a few minutes with me. I haven't had anyone to practice w/ since then &amp; I miss knowing ASL"
217,Carlito'sWay,"I find it way easier to walk with good posture when I'm by myself than when I'm with friends/family/coworkers, it's weird as fuck. Or I guess I know why I do it, so it's moreso annoying it's an issue"
218,Carlito'sWay,@carlito___sway Ooo definitely!!
219,Carlito'sWay,@sagistarbb Oh wait this also reminds me of Zoot Suits from Jazz Singers and Pachucos in the 30s🤔
220,Carlito'sWay,"@carlito___sway Probably, trends are so fast paste these days lol"
221,FreeWilly,"“ #Solana is going to over take #ETH ’s marketcap in less than 2 years.
If it doesnt i will shave @CapitalViper’s name on my head” - FreeWilly"
222,FreeWilly,@tommcgovern27 Oh “Freebird” I read “FreeWilly” I was like “Pervert” the $100 kinda confusing!!!
223,FreeWilly,@thejstoobs Only crime is wha!!? Yooo why some gyal dem think like cactus man?!? #FreeWillSmith #freewilly
224,FreeWilly,"@johnrich @Travistritt You guys probably hate wearing condoms too . Damn right John , Damn right . #freewilly"
225,FreeWilly,"And sorry @Bobbysizemover, you're whale tank got a bit crowded as you were joined by 3 more people hitting the 50 max limit! 

Rippy had to #freewilly! https://t.co/OgagFvhtoN"
226,JurassicPark,"Beautiful day in the Pacific Northwest. 

#pnw #photo #JurassicPark #Washington #upperleftusa #hiking #Wanderlust https://t.co/CWpDYxKvDs"
227,JurassicPark,Great weekend for Jurassic Toy hunting. Found the Capture Truck at Walmart (no register lock 🎊) and the Bush Devil Tracker on marketplace. Jurassic vehicles are just as exciting as the dinosaurs 🦖🚛🦕!!!#JurassicWorldDominion #JurassicPark #Mattel https://t.co/wx1M2kKie3
228,JurassicPark,"Digitally colored liopleurodon
#JurassicWorldDominion #JurassicPark #dinosaurs #dinosaur #drawing https://t.co/S7NS8PZxzP"
229,JurassicPark,"Zombie Fortress Evolution: Dino
‼️BRAND NEW OUT NOW‼️
Download and play for Android NOW and Play for FREE!!

‼️ANDROID TV COMPATIBLE‼️
Copy quick link below, or visit Google Play Store
https://t.co/r0MnfP6RbK 

#dinosaur #dino #jurassic #jurassicpark #zombie #walkingdead https://t.co/bYvL8v8iTb"
230,JurassicPark,"https://t.co/KW1w92GVa4

Byte-Sized Review! #MattelJurassicWorld Mega Destroyers Pentaceratops!

#JurassicWorld #JurassicPark @Mattel"
231,MuchAdoAboutNothing,Fan Fun Movie of the Month! @zarqa brings us the original rom-com: Much Ado About Nothing ❤️ Have you seen it yet? https://t.co/EtGzHfLyra #DamianLewis #ShakespeareRetold #Shakespeare #MuchAdoAboutNothing #SarahParish https://t.co/vpTu1K2Sec
232,MuchAdoAboutNothing,Fan Fun Movie of the Month! @zarqa brings us the original rom-com: Much Ado About Nothing ❤️https://t.co/EtGzHg39PK #DamianLewis #ShakespeareRetold #Shakespeare #MuchAdoAboutNothing #SarahParish https://t.co/jOyV85ETqh
233,MuchAdoAboutNothing,@paulcullystuff + @BMcSport here’s a wee doodle graph of card-point correlation - @SuperRugby #MuchAdoAboutNothing - forgive half-arsed graphics @TheRoarSports + @toneharper like stats raw https://t.co/8Smr9kWJ7b
234,MuchAdoAboutNothing,Fan Fun Movie of the Month! @zarqa brings us the original rom-com: Much Ado About Nothing ❤️https://t.co/EtGzHfLyra #DamianLewis #ShakespeareRetold #Shakespeare #MuchAdoAboutNothing #SarahParish
235,MuchAdoAboutNothing,"Currently sat with a G&amp;T @crescenttheatre waiting to see @benepugh in his last performance of #muchadoaboutnothing. Good luck hun, you'll be fabulous as ever ❤"
236,SleeplessinSeattle,Watching #SleeplessInSeattle when I'm sleepless. https://t.co/bBqzN0ZI9Y
237,SleeplessinSeattle,"VERY #RARE #autographed #OPX photo of #actress #MegRyan NOW AVAILABLE @beckettmedia authenticated from our stores on eBay https://t.co/p9iitx0lqB and Amazon https://t.co/nSKcV76uut
#whenharrymetsally #sleeplessinseattle #topgun #beckett #signed #photo #authentic"
238,SleeplessinSeattle,Not all of us in the group adore romantic comedies but we all agree on one thing: “poor Walter.” Meg’s characters should have stayed with Walter. This romantic comedy ends up being more for the kids than the adults. #movie #moviereview #sleeplessinseattle #sleeplessinseattlemovie https://t.co/uZfg7iorqJ
239,SleeplessinSeattle,"Today at 2:50 p.m., you can see one of the great #romanticmovies of all time. It's the 1957 #AnAffairToRemember starring #carygrant and #deborahkerr. This movie was one of the inspirations for #SleeplessInSeattle. Tune in to the #moviestvnetwork, channel 2.2 in #Detroit/#yqg. https://t.co/IMAOB4zBDg"
240,BladeRunner,@monovalent It’s very Bladerunner.  The opening scenes of #BladeRunner2049 especially. https://t.co/2xUleQ2NFw
241,BladeRunner,"@shara_vtuber I would have to say a compilation of futurama, Bladerunner, Evangelion, and cats haha. I guess the lore kinda parallels with postmodernism and cyberpunks vibes. I am building the lore to align with future model upgrades as well! ^^ and I love astronomy and cats in general haha"
242,BladeRunner,@excitebikee Ye gotta understand I like Bladerunner as much as I like Heat lmao
243,BladeRunner,"Both really good.  If you had to press me: #BladeRunner is the winner.  Cinematography, character development, depth of plot.  Still love ya #SnakePliskin but you’re closer to drive-in &amp; Blade Runner closer to art house and we gotta tip our hat here. #scfi #movies #film #cinema https://t.co/lhdUsT3OXq"
244,BladeRunner,@GlassOlive Evokes Priss from Bladerunner
245,SoIMarriedanAxeMurderer,Watching a classic tonight!!  #soimarriedanaxemurderer #movie #sofunny #hugenoggin #orangeonatoothpick #imnotkidding 💯😂 https://t.co/nKctPfKs58
246,SoIMarriedanAxeMurderer,"They meet at a secret location called ""The Meadow"".
#jokes #soimarriedanaxemurderer #movie #mikemyers https://t.co/bNE57MxanC"
247,SoIMarriedanAxeMurderer,"Suddenly the @GOP pedophile pizza parlor thing makes so much more sense

It’s not about the pizza

It’s about the *chicken*

#ThePentavorite
#SoIMarriedAnAxeMurderer

https://t.co/DQxqC3zLLp via @YouTube https://t.co/tnV8IxXCWl"
248,SoIMarriedanAxeMurderer,"We have a piper down....
I repeat...We Have a Piper Down
#Soimarriedanaxemurderer 
#ChampionshipMonday 
@thechrisbarron https://t.co/O4x7imIbZU"
249,SoIMarriedanAxeMurderer,"@stemicapp ""It's  well known fact sunny-Jim..."" #SoIMarriedAnAxeMurderer"
250,TrueRomance,"4K Blu-ray Rental Disc
#TrueRomance @ArrowFilmsVideo
Rent this #Movies in #4KUHD #Bluray
#TechSpecs
35MM Native 4K #DolbyVision #HDR10
Aspect ratio: 2.39:1
Audio
English: DTS-HD Master Audio 5.1
English: DTS-HD Master Audio 2.0
Subtitles
English… https://t.co/WQgZ1xjTSF"
251,TrueRomance,"Mah Boy, #MrWalken N #TrueRomance!...Haven't seen it? Check it out (Beware, #Intense violence)
@davidcoverdale @PaulStanleyLive @StewsSauce @immafoodie @ImThomasGibson @painterley https://t.co/Jw3mXWIZku"
